DATETIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
25/11/16 01,3.59,0.45,4.51,2.44,3.86,5.5,4.68,117.22,1,0,0,0,0,34.61,1,0,0,0,0,49.25,1,0,0,0,0,31.16,1,0,0,98.2,1,2.99,23.35,25.04,87.81,25.1,83.89,26.84,64.17,26.73,72.9,28.09,27.19,0
25/11/16 02,3.32,0.63,4.93,2.55,3.33,5.21,3.45,115.56,1,0,0,0,0,32.46,1,0,0,0,0,48.34,1,0,0,0,0,0,0,0,0,102.74,1,2.99,24.3,25.48,91.75,25.53,86.03,30.25,63.6,30.25,58.65,28.51,27.61,0
25/11/16 03,3.11,0.92,5.23,3.08,2.79,5.05,2.6,115.72,1,0,0,0,0,0,0,0,0,0,0,48.32,1,0,0,0,0,31.73,1,0,0,91.81,1,2.99,24.21,27.14,75.84,27.1,87.65,27.45,63.42,27.34,71.55,29.73,28.83,0
25/11/16 04,2.89,1.37,4.99,3.75,2.32,5.43,3.57,115.8,1,0,0,0,0,0,0,0,0,0,0,47.11,1,0,0,0,0,31.4,1,0,0,88.68,1,2.99,24.17,27.49,75.45,27.45,90.18,27.42,63.05,27.3,72.65,30.05,29.15,0
25/11/16 05,2.72,1.87,4.74,4.36,1.87,5.5,4.95,115.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.71,1,2.99,24.41,30.21,76.23,30.21,70.12,30.18,62.03,30.18,61.23,32.49,31.59,0
25/11/16 06,2.66,2.59,4.55,3.71,1.71,5.27,3.91,116.94,1,0,0,0,0,0,0,0,0,0,0,0,0,36.57,1,0,0,0,0,0,0,61.1,1,2.99,23.51,30.2,75.38,30.2,68.49,26.16,85.28,26.16,59.69,32.45,31.55,0
25/11/16 07,2.43,3.17,4.32,3.11,2.41,4.98,2.73,118.16,1,0,0,0,0,0,0,0,0,0,0,49.33,1,36.7,1,0,0,0,0,0,0,70.13,1,2.99,22.81,28.35,72.31,28.31,86.94,25.4,84.3,25.4,58.68,30.82,29.92,0
25/11/16 08,2.06,3.33,3.96,3.61,2.89,5.17,3.05,119.75,1,0,0,0,0,0,0,0,0,0,0,50.64,1,34.4,1,0,0,30.53,1,0,0,60.61,1,2.99,21.89,28.23,72.94,28.19,84.27,18.61,81.62,18.5,66.78,30.66,29.76,0
25/11/16 09,1.67,3.42,3.63,3.27,3.28,5.28,2.85,119.73,1,0,0,0,0,0,0,0,0,0,0,50.26,1,34.73,1,0,0,30.5,1,0,0,59.29,1,2.99,21.91,28.31,69.32,28.27,85.11,18.52,80.95,18.41,66.78,30.74,29.84,0
25/11/16 10,1.32,3.51,3.18,3.35,3.51,5.39,2.7,120.55,1,0,0,0,0,0,0,0,0,0,0,50.36,1,34.26,1,0,0,30.26,1,0,0,53.77,1,2.99,21.43,28.33,70.13,28.29,84.93,18.14,81.37,18.03,67.19,30.73,29.83,0
25/11/16 11,0.99,3.4,3.21,3.35,3.81,5.5,2.81,98.27,1,98.29,1,0,0,35.44,1,0,0,0,0,49.55,1,34.56,1,0,0,30.09,1,0,0,75.96,1,2.97,33.9,27.72,89.06,27.79,86,19.5,82.22,19.39,69.1,30.64,29.74,0
25/11/16 12,0.97,3.31,3.7,3.66,3.69,5.5,3.1,98.14,1,98.16,1,0,0,36.53,1,0,0,0,0,50.37,1,0,0,0,0,31.92,1,0,0,77.94,1,2.97,33.97,27.6,87.01,27.68,84.29,25.88,62.6,25.76,69.31,30.57,29.67,0
25/11/16 13,1.03,3.22,4.11,3.39,2.93,5.5,3.15,97.31,1,97.32,1,0,0,34.33,1,0,0,0,0,50.38,1,0,0,0,0,31.71,1,0,0,81.78,1,2.97,34.42,27.62,90.85,27.68,84.27,26.26,63.5,26.14,70.44,30.56,29.66,0
25/11/16 14,1.14,3.19,4.64,3.18,2.45,5.5,3.43,97.87,1,97.89,1,0,0,35.14,1,0,0,0,0,49.97,1,0,0,0,0,31.56,1,0,0,80.07,1,2.97,34.11,27.56,89.43,27.63,85.03,26.13,61.34,26.01,70.81,30.51,29.61,0
25/11/16 15,1.2,3.14,5.1,3.3,1.69,5.5,3.73,98,1,98.02,1,0,0,34.98,1,0,0,0,0,49.72,1,0,0,0,0,32.07,1,0,0,80.09,1,2.97,34.05,27.52,89.66,27.59,85.47,26.05,61.41,25.93,68.96,30.46,29.56,0
25/11/16 16,1.17,3.25,5.14,3.51,1.69,5.5,3.48,98.26,1,98.28,1,0,0,0,0,0,0,0,0,49.92,1,35.18,1,0,0,29.53,1,0,0,73.53,1,2.97,33.9,28.51,73.24,28.47,85.97,19.57,81.23,19.47,70.96,31,30.1,0
25/11/16 17,1.09,3.49,4.77,3.74,2.11,5.5,3.97,97.61,1,97.63,1,0,0,0,0,0,0,0,0,49.72,1,34.98,1,0,0,29.44,1,0,0,73.76,1,2.97,34.26,28.77,73.26,28.73,86.62,19.87,81.87,19.77,71.53,31.26,30.36,0
25/11/16 18,1.07,3.74,4.43,4.07,2.57,5.5,4.48,97.81,1,97.82,1,0,0,0,0,0,0,0,0,49.82,1,34.88,1,0,0,29.77,1,0,0,71.52,1,2.97,34.15,28.94,72.53,28.9,86.59,19.72,81.91,19.62,70.37,31.42,30.52,0
25/11/16 19,1.03,3.96,4.07,4.33,2.99,5.5,4.67,97.82,1,97.84,1,0,0,0,0,0,0,0,0,50.49,1,34.77,1,0,0,29.58,1,0,0,70.03,1,2.97,34.14,29.09,69.79,29.05,85.43,19.77,82.14,19.66,71.01,31.57,30.67,0
25/11/16 20,1.07,4.17,3.62,4.19,3.43,5.31,3.89,98.1,1,98.12,1,0,0,0,0,0,0,0,0,50.33,1,36.96,1,0,0,0,0,0,0,68.34,1,2.97,33.99,29.26,70.34,29.22,85.9,25.25,83.66,25.25,55.11,31.73,30.83,0
25/11/16 21,1.09,4.36,3.2,4.23,3.73,4.98,2.24,99.1,1,99.12,1,0,0,0,0,0,0,0,0,50.73,1,34.8,1,0,0,30.92,1,0,0,62.71,1,2.97,33.45,29.3,69.49,29.25,85.16,18.83,81.15,18.72,65.69,31.74,30.84,0
25/11/16 22,0.95,4.31,3.21,3.98,3.92,4.93,1.72,99.47,1,99.49,1,0,0,36.85,1,0,0,0,0,50.48,1,34.55,1,0,0,30.87,1,0,0,65.5,1,2.97,33.25,28.28,87.12,28.36,84.75,18.66,81.41,18.55,65.71,31.18,30.28,0
25/11/16 23,0.88,4.09,3.64,3.71,3.44,4.97,1.42,98.36,1,98.38,1,0,0,36.3,1,0,0,0,0,49.96,1,0,0,0,0,32.55,1,0,0,71.36,1,2.97,33.85,28.28,88.1,28.35,85.78,25.65,61.26,25.53,66.85,31.2,30.3,0
26/11/16 00,0.93,3.94,4.09,3.88,2.54,5.1,1.44,97.52,1,97.53,1,0,0,35.61,1,0,0,0,0,49.77,1,0,0,0,0,32.09,1,0,0,75.6,1,2.97,34.31,28.25,89.29,28.32,86.1,26.07,62.08,25.95,68.91,31.17,30.27,0
26/11/16 01,1.05,3.85,4.56,4.08,1.87,5.37,2.04,96.75,1,96.77,1,0,0,33.83,1,0,0,0,0,48.82,1,0,0,0,0,31.9,1,0,0,79.47,1,2.98,34.72,28.26,92.33,28.33,87.94,26.46,62.04,26.34,69.95,31.18,30.28,0
26/11/16 02,1.17,3.91,5.12,4.24,1.6,5.5,2.92,96.85,1,96.87,1,0,0,34.32,1,0,0,0,0,0,0,34.66,1,0,0,29.28,1,0,0,69.58,1,2.98,34.66,29.66,92.92,29.76,67.33,20.3,82.85,20.2,72.48,32.14,31.24,0
26/11/16 03,1.25,4.44,5.11,3.18,2.24,5.5,3.75,95.93,1,95.94,1,0,0,0,0,0,0,0,0,0,0,34.56,1,0,0,28.83,1,0,0,57.18,1,2.98,35.16,31.76,75.4,31.76,66.97,20.82,83.54,20.73,74.37,33.98,33.08,0
26/11/16 04,1.33,4.74,4.85,3.56,2.89,5.5,4.75,96.13,1,96.14,1,0,0,0,0,0,0,0,0,48.78,1,34.12,1,0,0,28.3,1,0,0,71,1,2.98,35.05,29.97,75.78,29.93,89.6,21.06,84.52,20.96,76.21,32.44,31.54,0
26/11/16 05,1.5,5,4.63,4.37,3.66,5.32,4.16,96.04,1,96.06,1,0,0,0,0,0,0,0,0,49.37,1,36.13,1,0,0,0,0,0,0,71.2,1,2.98,35.1,30.21,74.57,30.17,88.72,26.44,86.36,26.44,59.69,32.68,31.78,0
26/11/16 06,1.79,5.5,4.35,3.69,3.75,5.03,2.91,88.98,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,38.83,30.5,74.28,30.5,66.61,33.59,64.12,33.59,57.76,42.71,31.69,0
26/11/16 07,2.3,5.31,4.07,3.21,3.23,5.01,2.49,90.46,1,90.47,1,0,0,0,0,0,0,0,0,48.94,1,0,0,0,0,32.85,1,0,0,0,0,2.98,38.06,28.4,73.77,28.36,87.73,29.88,62.91,29.75,69.96,41.52,29.77,0
26/11/16 08,2.74,4.79,3.78,3.83,2.59,5.32,3.08,90.99,1,91.01,1,0,0,0,0,0,0,0,0,49.43,1,0,0,0,0,33.01,1,0,0,0,0,2.98,37.78,27.84,72.38,27.8,86.24,29.77,61.99,29.65,69.29,41.29,29.22,0
26/11/16 09,3.14,4.27,3.44,4.1,1.9,5.5,3.44,91.84,1,91.85,1,0,0,0,0,0,0,0,0,49.53,1,0,0,0,0,31.87,1,0,0,0,0,2.98,37.33,27.31,71.08,27.27,85.52,29.71,61.53,29.59,73.3,40.89,28.69,0
26/11/16 10,3.44,3.74,3.06,4.17,1.54,5.5,4.07,92.85,1,92.87,1,0,0,0,0,0,0,0,0,49.51,1,36.29,1,0,0,30.75,1,0,0,0,0,2.98,36.8,26.79,69.11,26.75,85.03,22.09,81.78,21.97,69.52,40.05,28.16,0
26/11/16 11,3.62,2.95,3.25,4.06,1.93,5.5,4.08,91.55,1,91.57,1,0,0,33.96,1,0,0,0,0,47.71,1,36.1,1,0,0,30.77,1,0,0,0,0,2.98,37.48,22.92,86.78,22.98,84.63,22.85,82.89,22.74,70.21,40.83,24.67,0
26/11/16 12,3.86,2.09,3.68,4.14,2.42,5.5,4.22,92.51,1,92.52,1,0,0,34.03,1,0,0,0,0,47.31,1,36.02,1,0,0,30.94,1,0,0,0,0,2.98,36.98,22.09,85.83,22.16,84.53,22.46,82.65,22.35,69.26,40.37,23.84,0
26/11/16 13,4.03,1.23,4.07,4.23,2.83,5.5,4.12,91.23,1,91.25,1,0,0,33.43,1,0,0,0,0,47.16,1,36.12,1,0,0,30.46,1,0,0,0,0,2.98,37.65,21.32,86.03,21.38,84.02,23.26,83.26,23.15,71.67,41.13,23.05,0
26/11/16 14,4.19,0.54,4.45,4.19,3.26,5.5,4.54,95.98,1,96,1,0,0,34.02,1,0,0,0,0,48.18,1,35.22,1,0,0,29.61,1,0,0,107.89,1,2.98,35.13,25.5,89.24,25.56,86.36,21.96,83.55,21.85,73.1,28.6,27.7,0
26/11/16 15,4.02,0.82,4.92,4.54,3.79,5.3,3.86,94.91,1,94.93,1,0,0,35.18,1,0,0,0,0,0,0,37.09,1,0,0,0,0,0,0,96.82,1,2.98,35.7,28.27,90.06,28.38,64.66,28.17,86.35,28.17,57.9,30.93,30.03,0
26/11/16 16,4.06,1.52,5.22,3.12,3.76,5.03,2.57,94.94,1,94.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,1,0,0,79.9,1,2.98,35.69,30.81,72.73,30.81,63.2,28.75,63.87,28.63,69.55,33.15,32.25,0
26/11/16 17,4.01,2.11,4.83,2.93,3.19,5.32,3.06,95.19,1,95.21,1,0,0,0,0,0,0,0,0,39.64,1,0,0,0,0,32.82,1,0,0,91.85,1,2.98,35.55,28.95,73.67,28.92,79.16,28.64,62.76,28.52,68.84,31.48,30.58,1
26/11/16 18,3.98,2.66,4.5,2.83,2.53,5.5,3.3,94.87,1,94.89,1,0,0,0,0,0,0,0,0,39.47,1,0,0,0,0,31.85,1,0,0,89.82,1,2.98,35.72,29.36,73.11,29.34,79.83,28.85,61.76,28.73,72.54,31.88,30.98,1
26/11/16 19,3.99,3.18,4.16,2.98,1.81,5.5,3.88,95.25,1,95.27,1,0,0,0,0,0,0,0,0,40.05,1,0,0,0,0,32.13,1,0,0,86.59,1,2.98,35.52,29.64,71.83,29.61,79.26,28.71,60.73,28.59,71.39,32.14,31.24,1
26/11/16 20,3.88,3.65,3.78,2.84,1.74,5.5,4.07,95.97,1,95.99,1,0,0,0,0,0,0,0,0,40.3,1,36.02,1,0,0,30.48,1,0,0,81.15,1,2.98,35.13,29.76,70.16,29.74,79.02,21.43,81.62,21.32,69.75,32.24,31.34,1
26/11/16 21,3.7,4.07,3.36,2.6,2.11,5.5,4.15,97.07,1,97.09,1,0,0,0,0,0,0,0,0,40.82,1,35.81,1,0,0,31.14,1,0,0,75.2,1,2.97,34.55,29.84,68.53,29.82,78.33,20.61,81.17,20.5,66.75,32.29,31.39,1
26/11/16 22,3.47,4.42,2.89,2.03,2.41,5.47,3.45,97.36,1,97.38,1,0,0,37.96,1,0,0,0,0,40.57,1,35.77,1,0,0,31.1,1,0,0,77.63,1,2.97,34.39,28.87,85.66,28.97,77.84,20.39,81.02,20.27,66.64,31.75,30.85,1
26/11/16 23,3.23,4.23,3.26,2.19,2.65,5.48,2.94,97.29,1,97.31,1,0,0,36.32,1,0,0,44.3,1,21.82,1,35.53,1,0,0,31,1,0,0,81.62,1,2.97,34.43,28.06,87.84,28.11,95.63,20.45,81.49,20.33,67.04,31.23,30.33,1
27/11/16 00,3.01,4.01,3.72,2.6,2.94,5.5,2.89,95.75,1,95.76,1,0,0,35.27,1,0,0,43.34,1,18.76,1,35.22,1,0,0,29.89,1,0,0,87.16,1,2.98,35.26,28.17,89.8,28.22,97.26,21.55,83.13,21.44,71.79,31.3,30.4,1
27/11/16 01,2.92,3.91,4.22,3.45,3.43,5.5,3.57,95.28,1,95.29,1,0,0,33.99,1,0,0,42.88,1,17.02,1,34.64,1,0,0,29.12,1,0,0,88.98,1,2.98,35.51,28.19,91.99,28.23,97.98,22.04,84.63,21.94,74.71,31.28,30.38,1
27/11/16 02,2.91,4.06,4.77,3.75,3.95,5.5,4.63,94.95,1,94.97,1,0,0,33.82,1,0,0,0,0,38.25,1,0,0,0,0,30.3,1,0,0,88.23,1,2.98,35.68,28.81,92.9,28.89,81.07,28.4,64.53,28.29,77.31,31.67,30.77,1
27/11/16 03,3.14,4.28,5.28,4.1,3.47,5.27,3.78,92.77,1,92.78,1,0,0,0,0,0,0,0,0,38.2,1,0,0,0,0,0,0,0,0,87.3,1,2.98,36.84,30.91,76.7,30.88,83.14,31.99,64.46,31.99,60.37,33.41,32.51,1
27/11/16 04,3.45,4.79,5.09,4.7,3.09,5.02,2.84,92.58,1,92.6,1,0,0,0,0,0,0,0,0,38.28,1,0,0,0,0,0,0,0,0,85.69,1,2.98,36.94,31.32,76.67,31.29,83.43,32.23,64.21,32.23,59.9,33.81,32.91,1
27/11/16 05,3.71,5.39,4.91,4.7,2.74,5.11,3.03,93.03,1,93.04,1,0,0,0,0,0,0,0,0,20.73,1,0,0,0,0,31.96,1,0,0,74.32,1,2.98,36.7,32.41,76.5,32.4,100.51,29.39,63.76,29.27,72.68,34.75,33.85,1
27/11/16 06,4.15,5.32,4.73,4.7,2.37,5.5,4.19,87.63,1,87.65,1,0,0,0,0,0,0,0,0,27.4,1,0,0,0,0,31.03,1,0,0,0,0,2.98,39.53,29.67,75.68,29.66,93.46,32.29,63.2,32.18,78.78,43.66,30.92,1
27/11/16 07,4.61,5.03,4.51,4.7,1.94,5.37,4.19,109.75,1,0,0,0,0,0,0,0,0,0,0,33.48,1,0,0,0,0,0,0,0,0,0,0,2.99,27.6,29.09,74.32,29.07,87.13,33.12,62.29,33.12,60.16,40.16,30.36,1
27/11/16 08,4.88,4.67,4.22,4.7,1.42,5.1,3.07,111,1,0,0,0,0,0,0,0,0,0,0,38.25,1,38.1,1,0,0,0,0,0,0,0,0,2.99,26.9,28.46,73.33,28.44,80.62,29.11,85.43,29.11,57.4,39.39,29.77,1
27/11/16 09,4.86,4.27,3.9,4.69,1.99,5.13,2.75,111.97,1,0,0,0,0,0,0,0,0,0,0,38.2,1,35.97,1,0,0,31.46,1,0,0,0,0,2.99,26.35,28.06,72.15,28.04,80.29,22.63,82.91,22.52,67.68,38.9,29.36,1
27/11/16 10,4.75,3.86,3.55,4.57,2.49,5.31,2.84,112.18,1,0,0,0,0,0,0,0,0,0,0,38.33,1,35.98,1,0,0,31.49,1,0,0,0,0,2.99,26.23,27.65,70.71,27.62,79.69,22.49,82.75,22.37,67.41,38.77,28.95,1
27/11/16 11,4.64,3.46,3.15,4.14,2.91,5.46,2.79,113.05,1,0,0,0,0,0,0,0,0,0,0,38.25,1,35.83,1,0,0,31.35,1,0,0,0,0,2.99,25.73,27.25,69.87,27.22,79.4,22.1,82.63,21.98,67.49,38.34,28.55,1
27/11/16 12,4.48,2.83,3.28,3.8,3.28,5.5,2.91,113.19,1,0,0,0,0,34.47,1,0,0,0,0,36.72,1,35.67,1,0,0,31.15,1,0,0,0,0,2.99,25.65,23.9,86.9,23.98,78.17,22.08,82.89,21.97,68.16,38.23,25.55,1
27/11/16 13,4.32,2.07,3.71,3.32,3.66,5.5,2.83,113.1,1,0,0,0,0,34.5,1,0,0,0,0,36.47,1,35.49,1,0,0,30.86,1,0,0,0,0,2.99,25.7,23.17,86.12,23.25,77.76,22.2,83.33,22.09,69.28,38.22,24.81,1
27/11/16 14,4.21,1.32,4.1,2.92,3.89,5.5,3.05,112.55,1,0,0,0,0,33.89,1,0,0,0,0,36.36,1,0,0,0,0,32.38,1,0,0,0,0,2.99,26.02,22.49,86.46,22.57,77.22,29.05,63.25,28.93,70.85,38.53,24.13,1
27/11/16 15,4.26,0.58,4.49,2.47,3.19,5.5,3.35,112.89,1,0,0,0,0,33.4,1,0,0,0,0,36.49,1,0,0,0,0,32.72,1,0,0,0,0,2.99,25.82,21.78,86.55,21.86,76.34,28.92,61.23,28.79,69.5,38.42,23.42,1
27/11/16 16,3.89,0.7,4.91,1.92,2.31,5.5,3.28,118.65,1,0,0,0,0,34.52,1,0,0,43.81,1,20.32,1,0,0,0,0,31.92,1,0,0,92.18,1,2.99,22.53,24.91,87.82,24.95,93.27,26.03,59.92,25.91,69.44,28.08,27.18,1
27/11/16 17,3.44,0.64,5.28,2.23,1.43,5.5,3.31,120.48,1,0,0,0,0,0,0,0,0,43.84,1,20.44,1,35.2,1,0,0,30.08,1,0,0,80.65,1,2.99,21.47,25.57,72.21,25.51,93.76,18.22,79.85,18.11,67.85,28.22,27.32,1
27/11/16 18,2.91,0.8,4.88,2.56,1.71,5.5,3.17,121.43,1,0,0,0,0,0,0,0,0,44.16,1,21.43,1,35.08,1,0,0,29.92,1,0,0,75.42,1,2.99,20.92,25.58,70.8,25.52,93.26,17.64,79.47,17.53,67.78,28.21,27.31,1
27/11/16 19,2.38,0.89,4.43,2.61,1.91,5.5,3.07,120.51,1,0,0,0,0,0,0,0,0,43.69,1,19.95,1,34.94,1,0,0,29.95,1,0,0,77.91,1,2.99,21.45,25.78,70.02,25.72,94.22,18.19,80.26,18.08,68.26,28.4,27.5,1
27/11/16 20,1.92,1.04,3.98,3,2.2,5.5,3.09,121.37,1,0,0,0,0,0,0,0,0,43.68,1,19.91,1,34.62,1,0,0,30.39,1,0,0,72.83,1,2.99,20.95,25.83,69.47,25.76,94.28,17.57,80.19,17.46,66.2,28.42,27.52,1
27/11/16 21,1.45,1.12,3.52,3.35,2.48,5.45,2.53,121.41,1,0,0,0,0,0,0,0,0,43.42,1,19.04,1,34.74,1,0,0,30.2,1,0,0,71.4,1,2.99,20.93,25.92,68.64,25.86,94.77,17.53,79.94,17.42,66.78,28.49,27.59,1
27/11/16 22,1.03,1.35,3.05,3.26,2.68,5.5,2.56,121.36,1,0,0,0,0,0,0,0,0,0,0,38.57,1,34.3,1,0,0,29.26,1,0,0,64.86,1,2.99,20.96,26.79,69.41,26.76,78.5,17.85,81.02,17.75,70.08,29.16,28.26,1
27/11/16 23,0.87,1.51,3.39,2.85,3.05,5.5,3.1,98.81,1,98.83,1,0,0,34.84,1,0,0,0,0,38.45,1,34.44,1,0,0,29.8,1,0,0,86.16,1,2.97,33.61,26.17,88.55,26.25,78.17,19.32,82.25,19.22,69.87,29.03,28.13,1
28/11/16 00,0.75,1.64,3.86,2.53,3.5,5.5,3.45,99.16,1,99.18,1,0,0,33.79,1,0,0,0,0,38.59,1,34.5,1,0,0,29.94,1,0,0,83.7,1,2.97,33.42,26.29,90.41,26.36,78.08,19.04,81.87,18.93,69.12,29.12,28.22,1
28/11/16 01,0.62,1.75,4.39,2.32,3.84,5.5,3.58,98.28,1,98.3,1,0,0,33.68,1,0,0,0,0,38.35,1,34.22,1,0,0,28.87,1,0,0,85.63,1,2.97,33.89,26.45,90.76,26.53,78.57,19.72,83.02,19.62,73.16,29.29,28.39,1
28/11/16 02,0.64,1.9,4.9,2.4,3.75,5.5,4.5,97.59,1,97.61,1,0,0,33.25,1,0,0,0,0,37.99,1,0,0,0,0,30.37,1,0,0,87.71,1,2.97,34.27,26.68,91.69,26.75,79.28,26.12,64.14,26.01,74.8,29.52,28.62,1
28/11/16 03,0.83,2.16,5.23,2.67,3.24,5.35,4.19,96.31,1,96.33,1,0,0,0,0,0,0,0,0,38.31,1,0,0,0,0,0,0,0,0,83.99,1,2.98,34.95,28.58,76.2,28.55,80.65,29.4,63.89,29.4,60.62,31.06,30.16,1
28/11/16 04,1.11,2.65,5.01,3.1,2.77,5.1,3.22,94.65,1,94.67,1,0,0,0,0,0,0,0,0,38.65,1,0,0,0,0,0,0,0,0,87.32,1,2.98,35.84,29.24,75.14,29.22,80.86,30.2,63.67,30.2,59.76,31.75,30.85,1
28/11/16 05,1.42,3.15,4.74,3.47,2.37,5.01,2.76,96.32,1,96.34,1,0,0,0,0,0,0,0,0,38.46,1,0,0,0,0,31.5,1,0,0,78.42,1,2.98,34.95,29.22,74.72,29.2,81.09,26.9,63.13,26.78,71.78,31.67,30.77,1
28/11/16 06,1.58,3.57,4.46,3.83,1.93,5.4,3.76,96.37,1,96.39,1,0,0,0,0,0,0,0,0,38.63,1,0,0,0,0,31.63,1,0,0,76.24,1,2.98,34.92,29.51,74.93,29.49,81.15,26.94,60.97,26.83,71.39,31.95,31.05,1
28/11/16 07,1.69,3.95,4.21,4.12,1.48,5.5,4.75,97.07,1,97.08,1,0,0,0,0,0,0,0,0,39.24,1,34.87,1,0,0,29.04,1,0,0,71.45,1,2.97,34.55,29.63,74.76,29.61,80.41,20.54,82.74,20.44,73.47,32.05,31.15,1
28/11/16 08,1.77,4.3,3.96,4.11,2.16,5.2,3.44,95.59,1,95.61,1,0,0,0,0,0,0,0,0,40.06,1,37.5,1,0,0,0,0,0,0,75.16,1,2.98,35.34,30.11,72.29,30.09,79.71,26.54,83.97,26.54,57.21,32.55,31.65,1
28/11/16 09,1.9,4.66,3.61,3.59,2.59,4.97,2.26,97.32,1,97.34,1,0,0,0,0,0,0,0,0,40.08,1,35.6,1,0,0,30.71,1,0,0,66.96,1,2.97,34.41,30.11,70.28,30.08,79.69,19.93,80.86,19.82,67.49,32.51,31.61,1
28/11/16 10,1.83,4.94,3.19,3.36,2.8,5.17,2.49,97.37,1,97.39,1,0,0,0,0,0,0,0,0,40.27,1,35.1,1,0,0,30.71,1,0,0,64.84,1,2.97,34.39,30.3,70.45,30.27,79.6,19.99,81.81,19.88,67.58,32.68,31.78,1
28/11/16 11,1.75,5.02,3.25,3.15,3.17,5.37,2.69,97.04,1,97.06,1,0,0,36.11,1,0,0,0,0,39.84,1,34.82,1,0,0,30.59,1,0,0,69.81,1,2.97,34.56,29.47,89.63,29.55,79.51,20.21,82.5,20.1,68.17,32.27,31.37,1
28/11/16 12,1.71,4.96,3.75,3.07,3.6,5.5,3.1,97.3,1,97.32,1,0,0,36.85,1,0,0,0,0,39.59,1,34.64,1,0,0,29.34,1,0,0,69.27,1,2.97,34.42,29.38,88.21,29.47,79.79,20.43,83.01,20.33,72.43,32.19,31.29,1
28/11/16 13,1.68,4.88,4.2,3.13,3.92,5.5,3.91,96.49,1,96.51,1,0,0,35.99,1,0,0,0,0,40.03,1,0,0,0,0,31.25,1,0,0,73.96,1,2.98,34.86,29.36,89.75,29.45,79.13,27,62.79,26.89,72.76,32.19,31.29,1
28/11/16 14,1.8,4.87,4.68,2.86,3.16,5.5,4.47,96.87,1,96.89,1,0,0,34.82,1,0,0,0,0,39.92,1,0,0,0,0,31.73,1,0,0,72.73,1,2.98,34.65,29.37,91.78,29.44,79.28,26.86,62.3,26.74,70.95,32.16,31.26,1
28/11/16 15,1.89,4.85,5.21,2.79,2.43,5.5,4.6,96.68,1,96.7,1,0,0,34.99,1,0,0,0,0,39.95,1,0,0,0,0,31.31,1,0,0,73.95,1,2.98,34.76,29.35,91.46,29.43,79.22,27.04,61.84,26.92,72.59,32.16,31.26,1
28/11/16 16,2.07,5.12,5.02,2.73,1.74,5.3,3.82,95.87,1,95.89,1,0,0,0,0,0,0,0,0,40.73,1,0,0,0,0,0,0,0,0,71.69,1,2.98,35.19,30.73,73.19,30.71,79.35,30.3,61.13,30.3,56.38,33.16,32.26,1
28/11/16 17,2.17,5.41,4.66,2.6,1.82,5.02,2.41,96.37,1,96.39,1,0,0,0,0,0,0,0,0,40.37,1,35.5,1,0,0,31.1,1,0,0,65.82,1,2.98,34.92,30.8,73.83,30.78,79.95,20.38,81.49,20.27,66.65,33.19,32.29,1
28/11/16 18,2.33,5.22,4.34,2.72,2.23,5.14,2.29,93.1,1,93.12,1,0,0,0,0,0,0,0,0,39.81,1,35.4,1,0,0,31.22,1,0,0,0,0,2.98,36.66,28.92,72.66,28.89,78.89,21.6,82.88,21.48,67.46,39.59,30.23,1
28/11/16 19,2.57,4.8,3.99,2.57,2.75,5.33,2.45,93.37,1,93.39,1,0,0,0,0,0,0,0,0,40.19,1,35.83,1,0,0,31.05,1,0,0,0,0,2.98,36.52,28.47,70.43,28.44,77.89,21.49,82.01,21.38,67.91,39.5,29.78,1
28/11/16 20,2.78,4.37,3.56,1.94,3.07,5.5,2.74,93.77,1,93.79,1,0,0,0,0,0,0,43.84,1,20.43,1,35.64,1,0,0,30.87,1,0,0,0,0,2.98,36.31,26.2,69.55,26.14,94.4,21.49,82.34,21.38,68.53,39.35,27.69,1
28/11/16 21,2.96,3.69,3.12,2.38,3.41,5.5,2.81,93.69,1,93.71,1,0,0,0,0,0,0,44.21,1,21.57,1,35.76,1,0,0,31.49,1,0,0,0,0,2.98,36.35,25.39,70.11,25.32,92.99,21.41,82.07,21.29,66.34,39.44,26.89,1
28/11/16 22,3.12,2.83,3.13,2.33,3.66,5.44,2.23,93.28,1,93.3,1,0,0,34.26,1,0,0,43.09,1,17.84,1,35.66,1,0,0,31.33,1,0,0,0,0,2.98,36.57,21.18,84.53,21.22,90.66,21.75,82.58,21.64,67.25,39.72,23.08,1
28/11/16 23,3.3,1.83,3.48,2.48,3.95,5.5,2.38,92.84,1,92.86,1,0,0,33.07,1,0,0,42.69,1,16.23,1,35.57,1,0,0,30.97,1,0,0,0,0,2.98,36.8,20.58,85.88,20.62,90.66,22.17,83.15,22.05,68.88,40.02,22.44,1
